IdPedido|IdCliente|IdEmpleado|FechaPedido|FechaEntrega|FechaEnvio|FormaEnvio|Cargo|Destinatario|DireccionDestinatario|CiudadDestinatario|RegionDestinatario|CodPostalDestinatario|PaisDestinatario
10619|MEREP|3|1995-09-04|1995-10-02|1995-09-07|3|91|Mère Paillarde|43 rue St. Laurent|Montréal|Québec|H1J 1C3|Canadá
10620|LAUGB|2|1995-09-05|1995-10-03|1995-09-14|3|1|Laughing Bacchus Wine Cellars|2319 Elm St.|Vancouver|BC|V3F 2K1|Canadá
10621|ISLAT|4|1995-09-05|1995-10-03|1995-09-11|2|24|Island Trading|Garden HouseCrowther Way|Cowes|Isle of Wight|PO31 7PJ|Reino Unido
10622|RICAR|4|1995-09-06|1995-10-04|1995-09-11|3|51|Ricardo Adocicados|Av. Copacabana. 267|Río de Janeiro|RJ|02389-890|Brasil
10623|FRANK|8|1995-09-07|1995-10-05|1995-09-12|2|97|Frankenversand|Berliner Platz 43|München||80805|Alemania
10624|THECR|4|1995-09-07|1995-10-05|1995-09-19|2|95|The Cracker Box|55 Grizzly Peak Rd.|Butte|MT|59801|Estados Unidos
10625|ANATR|3|1995-09-08|1995-10-06|1995-09-14|1|44|Ana Trujillo Emparedados y helados|Avda. de la Constitución 2222|México D.F.||05021|México
10626|BERGS|1|1995-09-11|1995-10-09|1995-09-20|2|139|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Suecia
10627|SAVEA|8|1995-09-11|1995-10-23|1995-09-21|3|107|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10628|BLONP|4|1995-09-12|1995-10-10|1995-09-20|3|30|Blondel père et fils|24. place Kléber|Strasbourg||67000|Francia
10629|GODOS|4|1995-09-12|1995-10-10|1995-09-20|3|85|Godos Cocina Típica|C/ Romero. 33|Sevilla||41101|España
10630|KOENE|1|1995-09-13|1995-10-11|1995-09-19|2|32|Königlich Essen|Maubelstr. 90|Brandenburg||14776|Alemania
10631|LAMAI|8|1995-09-14|1995-10-12|1995-09-15|1|1|La maison d'Asie|1 rue Alsace-Lorraine|Toulouse||31000|Francia
10632|WANDK|8|1995-09-14|1995-10-12|1995-09-19|1|41|Die Wandernde Kuh|Adenauerallee 900|Stuttgart||70563|Alemania
10633|ERNSH|7|1995-09-15|1995-10-13|1995-09-18|3|478|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10634|FOLIG|4|1995-09-15|1995-10-13|1995-09-21|3|487|Folies gourmandes|184. chaussée de Tournai|Lille||59000|Francia
10635|MAGAA|8|1995-09-18|1995-10-16|1995-09-21|3|47|Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bérgamo||24100|Italia
10636|WARTH|4|1995-09-19|1995-10-17|1995-09-26|1|1|Wartian Herkku|Torikatu 38|Oulu||90110|Finlandia
10637|QUEEN|6|1995-09-19|1995-10-17|1995-09-26|1|201|Queen Cozinha|Alameda dos Canàrios. 891|São Paulo|SP|05487-020|Brasil
10638|LINOD|3|1995-09-20|1995-10-18|1995-10-02|1|158|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|4980|Venezuela
10639|SANTG|7|1995-09-20|1995-10-18|1995-09-27|3|39|Santé Gourmet|Erling Skakkes gate 78|Stavern||4110|Noruega
10640|WANDK|4|1995-09-21|1995-10-19|1995-09-28|1|24|Die Wandernde Kuh|Adenauerallee 900|Stuttgart||70563|Alemania
10641|HILAA|4|1995-09-22|1995-10-20|1995-09-26|2|180|HILARIÓN-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela
10642|SIMOB|7|1995-09-22|1995-10-20|1995-10-06|3|42|Simons bistro|Vinbæltet 34|København||1734|Dinamarca
10643|ALFKI|6|1995-09-25|1995-10-23|1995-10-03|2|29|Alfred's Futterkiste|Obere Str. 57|Berlín||12209|Alemania
10644|WELLI|3|1995-09-25|1995-10-23|1995-10-02|2|0|Wellington Importadora|Rua do Mercado. 12|Resende|SP|08737-363|Brasil
10645|HANAR|4|1995-09-26|1995-10-24|1995-10-03|1|12|Hanari Carnes|Rua do Paço. 67|Río de Janeiro|RJ|05454-876|Brasil
10646|HUNGO|9|1995-09-27|1995-11-08|1995-10-04|3|142|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Irlanda
10647|QUEDE|4|1995-09-27|1995-10-11|1995-10-04|2|46|Que Delícia|Rua da Panificadora. 12|Río de Janeiro|RJ|02389-673|Brasil
10648|RICAR|5|1995-09-28|1995-11-09|1995-10-10|2|14|Ricardo Adocicados|Av. Copacabana. 267|Río de Janeiro|RJ|02389-890|Brasil
10649|MAISD|5|1995-09-28|1995-10-26|1995-09-29|3|6|Maison Dewey|Rue Joseph-Bens 532|Bruxelles||B-1180|Bélgica
10650|FAMIA|5|1995-09-29|1995-10-27|1995-10-04|3|177|Familia Arquibaldo|Rua Orós. 92|São Paulo|SP|05442-030|Brasil
10651|WANDK|8|1995-10-02|1995-10-30|1995-10-12|2|21|Die Wandernde Kuh|Adenauerallee 900|Stuttgart||70563|Alemania
10652|GOURL|4|1995-10-02|1995-10-30|1995-10-09|2|7|Gourmet Lanchonetes|Av. Brasil. 442|Campinas|SP|04876-786|Brasil
10653|FRANK|1|1995-10-03|1995-10-31|1995-10-20|1|93|Frankenversand|Berliner Platz 43|München||80805|Alemania
10654|BERGS|5|1995-10-03|1995-10-31|1995-10-12|1|55|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Suecia
10655|REGGC|1|1995-10-04|1995-11-01|1995-10-12|2|4|Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||42100|Italia
10656|GREAL|6|1995-10-05|1995-11-02|1995-10-11|1|57|Great Lakes Food Market|2732 Baker Blvd.|Eugene|OR|97403|Estados Unidos
10657|SAVEA|2|1995-10-05|1995-11-02|1995-10-16|2|353|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10658|QUICK|4|1995-10-06|1995-11-03|1995-10-09|1|364|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10659|QUEEN|7|1995-10-06|1995-11-03|1995-10-11|2|106|Queen Cozinha|Alameda dos Canàrios. 891|São Paulo|SP|05487-020|Brasil
10660|HUNGC|8|1995-10-09|1995-11-06|1995-11-15|1|111|Hungry Coyote Import Store|City Center Plaza516 Main St.|Elgin|OR|97827|Estados Unidos
10661|HUNGO|7|1995-10-10|1995-11-07|1995-10-16|3|18|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Irlanda
10662|LONEP|3|1995-10-10|1995-11-07|1995-10-19|2|1|Lonesome Pine Restaurant|89 Chiaroscuro Rd.|Portland|OR|97219|Estados Unidos
10663|BONAP|2|1995-10-11|1995-10-25|1995-11-03|2|113|Bon app'|12. rue des Bouchers|Marseille||13008|Francia
10664|FURIB|1|1995-10-11|1995-11-08|1995-10-20|3|1|Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||1675|Portugal
10665|LONEP|1|1995-10-12|1995-11-09|1995-10-18|2|26|Lonesome Pine Restaurant|89 Chiaroscuro Rd.|Portland|OR|97219|Estados Unidos
10666|RICSU|7|1995-10-13|1995-11-10|1995-10-23|2|232|Richter Supermarkt|Starenweg 5|Genève||1204|Suiza
10667|ERNSH|7|1995-10-13|1995-11-10|1995-10-20|1|78|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10668|WANDK|1|1995-10-16|1995-11-13|1995-10-24|2|47|Die Wandernde Kuh|Adenauerallee 900|Stuttgart||70563|Alemania
10669|SIMOB|2|1995-10-16|1995-11-13|1995-10-23|1|24|Simons bistro|Vinbæltet 34|København||1734|Dinamarca
10670|FRANK|4|1995-10-17|1995-11-14|1995-10-19|1|203|Frankenversand|Berliner Platz 43|München||80805|Alemania
10671|FRANR|1|1995-10-18|1995-11-15|1995-10-25|1|30|France restauration|54. rue Royale|Nantes||44000|Francia
10672|BERGS|9|1995-10-18|1995-11-01|1995-10-27|2|96|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Suecia
10673|WILMK|2|1995-10-19|1995-11-16|1995-10-20|1|23|Wilman Kala|Keskuskatu 45|Helsinki||21240|Finlandia
10674|ISLAT|4|1995-10-19|1995-11-16|1995-10-31|2|1|Island Trading|Garden HouseCrowther Way|Cowes|Isle of Wight|PO31 7PJ|Reino Unido
10675|FRANK|5|1995-10-20|1995-11-17|1995-10-24|2|32|Frankenversand|Berliner Platz 43|München||80805|Alemania
10676|TORTU|2|1995-10-23|1995-11-20|1995-10-30|2|2|Tortuga Restaurante|Avda. Azteca 123|México D.F.||05033|México
10677|ANTON|1|1995-10-23|1995-11-20|1995-10-27|3|4|Antonio Moreno Taquería|Mataderos  2312|México D.F.||05023|México
10678|SAVEA|7|1995-10-24|1995-11-21|1995-11-16|3|389|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10679|BLONP|8|1995-10-24|1995-11-21|1995-10-31|3|28|Blondel père et fils|24. place Kléber|Strasbourg||67000|Francia
10680|OLDWO|1|1995-10-25|1995-11-22|1995-10-27|1|27|Old World Delicatessen|2743 Bering St.|Anchorage|AK|99508|Estados Unidos
10681|GREAL|3|1995-10-26|1995-11-23|1995-10-31|3|76|Great Lakes Food Market|2732 Baker Blvd.|Eugene|OR|97403|Estados Unidos
10682|ANTON|3|1995-10-26|1995-11-23|1995-11-01|2|36|Antonio Moreno Taquería|Mataderos  2312|México D.F.||05023|México
10683|DUMON|2|1995-10-27|1995-11-24|1995-11-01|1|4|Du monde entier|67. rue des Cinquante Otages|Nantes||44000|Francia
10684|OTTIK|3|1995-10-27|1995-11-24|1995-10-31|1|146|Ottilies Käseladen|Mehrheimerstr. 369|Köln||50739|Alemania
10685|GOURL|4|1995-10-30|1995-11-13|1995-11-03|2|34|Gourmet Lanchonetes|Av. Brasil. 442|Campinas|SP|04876-786|Brasil
10686|PICCO|2|1995-10-31|1995-11-28|1995-11-08|1|97|Piccolo und mehr|Geislweg 14|Salzburg||5020|Austria
10687|HUNGO|9|1995-10-31|1995-11-28|1995-11-30|2|296|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Irlanda
10688|VAFFE|4|1995-11-01|1995-11-15|1995-11-07|2|299|Vaffeljernet|Smagsløget 45|Århus||8200|Dinamarca
10689|BERGS|1|1995-11-01|1995-11-29|1995-11-07|2|13|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Suecia
10690|HANAR|1|1995-11-02|1995-11-30|1995-11-03|1|16|Hanari Carnes|Rua do Paço. 67|Río de Janeiro|RJ|05454-876|Brasil
10691|QUICK|2|1995-11-03|1995-12-15|1995-11-22|2|810|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10692|ALFKI|4|1995-11-03|1995-12-01|1995-11-13|2|61|Alfred's Futterkiste|Obere Str. 57|Berlín||12209|Alemania
10693|WHITC|3|1995-11-06|1995-11-20|1995-11-10|3|139|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|Estados Unidos
10694|QUICK|8|1995-11-06|1995-12-04|1995-11-09|3|398|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10695|WILMK|7|1995-11-07|1995-12-19|1995-11-14|1|17|Wilman Kala|Keskuskatu 45|Helsinki||21240|Finlandia
10696|WHITC|8|1995-11-08|1995-12-20|1995-11-14|3|103|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|Estados Unidos
10697|LINOD|3|1995-11-08|1995-12-06|1995-11-14|1|46|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|4980|Venezuela
10698|ERNSH|4|1995-11-09|1995-12-07|1995-11-17|1|272|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10699|MORGK|3|1995-11-09|1995-12-07|1995-11-13|3|1|Morgenstern Gesundkost|Heerstr. 22|Leipzig||04179|Alemania
10700|SAVEA|3|1995-11-10|1995-12-08|1995-11-16|1|65|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10701|HUNGO|6|1995-11-13|1995-11-27|1995-11-15|3|220|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Irlanda
10702|ALFKI|4|1995-11-13|1995-12-25|1995-11-21|1|24|Alfred's Futterkiste|Obere Str. 57|Berlín||12209|Alemania
10703|FOLKO|6|1995-11-14|1995-12-12|1995-11-20|2|152|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Suecia
10704|QUEEN|6|1995-11-14|1995-12-12|1995-12-08|1|5|Queen Cozinha|Alameda dos Canàrios. 891|São Paulo|SP|05487-020|Brasil
10705|HILAA|9|1995-11-15|1995-12-13|1995-12-19|2|4|HILARIÓN-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela
10706|OLDWO|8|1995-11-16|1995-12-14|1995-11-21|3|136|Old World Delicatessen|2743 Bering St.|Anchorage|AK|99508|Estados Unidos
10707|AROUT|4|1995-11-16|1995-11-30|1995-11-23|3|22|Around the Horn|Brook FarmStratford St. Mary|Colchester|Essex|CO7 6JX|Reino Unido
10708|THEBI|6|1995-11-17|1995-12-29|1995-12-06|2|3|The Big Cheese|89 Jefferson WaySuite 2|Portland|OR|97201|Estados Unidos
10709|GOURL|1|1995-11-17|1995-12-15|1995-12-21|3|211|Gourmet Lanchonetes|Av. Brasil. 442|Campinas|SP|04876-786|Brasil
10710|FRANS|1|1995-11-20|1995-12-18|1995-11-23|1|5|Franchi S.p.A.|Via Monte Bianco 34|Torino||10100|Italia
10711|SAVEA|5|1995-11-21|1996-01-02|1995-11-29|2|52|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10712|HUNGO|3|1995-11-21|1995-12-19|1995-12-01|1|90|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Irlanda
10713|SAVEA|1|1995-11-22|1995-12-20|1995-11-24|1|167|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10714|SAVEA|5|1995-11-22|1995-12-20|1995-11-27|3|24|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10715|BONAP|3|1995-11-23|1995-12-07|1995-11-29|1|63|Bon app'|12. rue des Bouchers|Marseille||13008|Francia
10716|RANCH|4|1995-11-24|1995-12-22|1995-11-27|2|23|Rancho grande|Av. del Libertador 900|Buenos Aires||1010|Argentina
10717|FRANK|1|1995-11-24|1995-12-22|1995-11-29|2|59|Frankenversand|Berliner Platz 43|München||80805|Alemania
10718|KOENE|1|1995-11-27|1995-12-25|1995-11-29|3|171|Königlich Essen|Maubelstr. 90|Brandenburg||14776|Alemania
10719|LETSS|8|1995-11-27|1995-12-25|1995-12-06|2|51|Let's Stop N Shop|87 Polk St.Suite 5|San Francisco|CA|94117|Estados Unidos
10720|QUEDE|8|1995-11-28|1995-12-12|1995-12-06|2|10|Que Delícia|Rua da Panificadora. 12|Río de Janeiro|RJ|02389-673|Brasil
10721|QUICK|5|1995-11-29|1995-12-27|1995-12-01|3|49|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10722|SAVEA|8|1995-11-29|1996-01-10|1995-12-05|1|75|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10723|WHITC|3|1995-11-30|1995-12-28|1995-12-26|1|22|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|Estados Unidos
10724|MEREP|8|1995-11-30|1996-01-11|1995-12-06|2|58|Mère Paillarde|43 rue St. Laurent|Montréal|Québec|H1J 1C3|Canadá
10725|FAMIA|4|1995-12-01|1995-12-29|1995-12-06|3|11|Familia Arquibaldo|Rua Orós. 92|São Paulo|SP|05442-030|Brasil
10726|EASTC|4|1995-12-04|1995-12-18|1996-01-05|1|17|Eastern Connection|35 King George|London||WX3 6FW|Reino Unido
10727|REGGC|2|1995-12-04|1996-01-01|1996-01-05|1|90|Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||42100|Italia
10728|QUEEN|4|1995-12-05|1996-01-02|1995-12-12|2|58|Queen Cozinha|Alameda dos Canàrios. 891|São Paulo|SP|05487-020|Brasil
10729|LINOD|8|1995-12-05|1996-01-16|1995-12-15|3|141|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|4980|Venezuela
10730|BONAP|5|1995-12-06|1996-01-03|1995-12-15|1|20|Bon app'|12. rue des Bouchers|Marseille||13008|Francia
10731|CHOPS|7|1995-12-07|1996-01-04|1995-12-15|1|97|Chop-suey Chinese|Hauptstr. 31|Bern||3012|Suiza
10732|BONAP|3|1995-12-07|1996-01-04|1995-12-08|1|17|Bon app'|12. rue des Bouchers|Marseille||13008|Francia
10733|BERGS|1|1995-12-08|1996-01-05|1995-12-11|3|110|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Suecia
10734|GOURL|2|1995-12-08|1996-01-05|1995-12-13|3|2|Gourmet Lanchonetes|Av. Brasil. 442|Campinas|SP|04876-786|Brasil
10735|LETSS|6|1995-12-11|1996-01-08|1995-12-22|2|46|Let's Stop N Shop|87 Polk St.Suite 5|San Francisco|CA|94117|Estados Unidos
10736|HUNGO|9|1995-12-12|1996-01-09|1995-12-22|2|44|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Irlanda
10737|VINET|2|1995-12-12|1996-01-09|1995-12-19|2|8|Vins et alcools Chevalier|59 rue de l'Abbaye|Reims||51100|Francia
10738|SPECD|2|1995-12-13|1996-01-10|1995-12-19|1|3|Spécialités du monde|25. rue Lauriston|Paris||75016|Francia
10739|VINET|3|1995-12-13|1996-01-10|1995-12-18|3|11|Vins et alcools Chevalier|59 rue de l'Abbaye|Reims||51100|Francia
10740|WHITC|4|1995-12-14|1996-01-11|1995-12-26|2|82|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|Estados Unidos
10741|BERGS|4|1995-12-15|1995-12-29|1995-12-19|3|11|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Suecia
10742|BOTTM|3|1995-12-15|1996-01-12|1995-12-19|3|244|Bottom-Dollar Markets|23 Tsawassen Blvd.|Tsawassen|BC|T2F 8M4|Canadá
10743|AROUT|1|1995-12-18|1996-01-15|1995-12-22|2|24|Around the Horn|Brook FarmStratford St. Mary|Colchester|Essex|CO7 6JX|Reino Unido
10744|VAFFE|6|1995-12-18|1996-01-15|1995-12-25|1|69|Vaffeljernet|Smagsløget 45|Århus||8200|Dinamarca
10745|QUICK|9|1995-12-19|1996-01-16|1995-12-28|1|4|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10746|CHOPS|1|1995-12-20|1996-01-17|1995-12-22|3|31|Chop-suey Chinese|Hauptstr. 31|Bern||3012|Suiza
10747|PICCO|6|1995-12-20|1996-01-17|1995-12-27|1|117|Piccolo und mehr|Geislweg 14|Salzburg||5020|Austria
10748|SAVEA|3|1995-12-21|1996-01-18|1995-12-29|1|233|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10749|ISLAT|4|1995-12-21|1996-01-18|1996-01-19|2|62|Island Trading|Garden HouseCrowther Way|Cowes|Isle of Wight|PO31 7PJ|Reino Unido
10750|WARTH|9|1995-12-22|1996-01-19|1995-12-25|1|79|Wartian Herkku|Torikatu 38|Oulu||90110|Finlandia
10751|RICSU|3|1995-12-25|1996-01-22|1996-01-03|3|131|Richter Supermarkt|Starenweg 5|Genève||1204|Suiza
10752|NORTS|2|1995-12-25|1996-01-22|1995-12-29|3|1|North/South|South House300 Queensbridge|London||SW7 1RZ|Reino Unido
10753|FRANS|3|1995-12-26|1996-01-23|1995-12-28|1|8|Franchi S.p.A.|Via Monte Bianco 34|Torino||10100|Italia
10754|MAGAA|6|1995-12-26|1996-01-23|1995-12-28|3|2|Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bérgamo||24100|Italia
10755|BONAP|4|1995-12-27|1996-01-24|1995-12-29|2|17|Bon app'|12. rue des Bouchers|Marseille||13008|Francia
10756|SPLIR|8|1995-12-28|1996-01-25|1996-01-02|2|73|Split Rail Beer & Ale|P.O. Box 555|Lander|WY|82520|Estados Unidos
10757|SAVEA|6|1995-12-28|1996-01-25|1996-01-15|1|8|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10758|RICSU|3|1995-12-29|1996-01-26|1996-01-04|3|138|Richter Supermarkt|Starenweg 5|Genève||1204|Suiza
10759|ANATR|3|1995-12-29|1996-01-26|1996-01-12|3|12|Ana Trujillo Emparedados y helados|Avda. de la Constitución 2222|México D.F.||05021|México
10760|MAISD|4|1996-01-01|1996-01-29|1996-01-10|1|156|Maison Dewey|Rue Joseph-Bens 532|Bruxelles||B-1180|Bélgica
10761|RATTC|5|1996-01-02|1996-01-30|1996-01-08|2|19|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|Estados Unidos
10762|FOLKO|3|1996-01-02|1996-01-30|1996-01-09|1|329|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Suecia
10763|FOLIG|3|1996-01-03|1996-01-31|1996-01-08|3|37|Folies gourmandes|184. chaussée de Tournai|Lille||59000|Francia
10764|ERNSH|6|1996-01-03|1996-01-31|1996-01-08|3|145|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10765|QUICK|3|1996-01-04|1996-02-01|1996-01-09|3|43|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10766|OTTIK|4|1996-01-05|1996-02-02|1996-01-09|1|158|Ottilies Käseladen|Mehrheimerstr. 369|Köln||50739|Alemania
10767|SUPRD|4|1996-01-05|1996-02-02|1996-01-15|3|2|Suprêmes délices|Boulevard Tirou. 255|Charleroi||B-6000|Bélgica
10768|AROUT|3|1996-01-08|1996-02-05|1996-01-15|2|146|Around the Horn|Brook FarmStratford St. Mary|Colchester|Essex|CO7 6JX|Reino Unido
10769|VAFFE|3|1996-01-08|1996-02-05|1996-01-12|1|65|Vaffeljernet|Smagsløget 45|Århus||8200|Dinamarca
10770|HANAR|8|1996-01-09|1996-02-06|1996-01-17|3|5|Hanari Carnes|Rua do Paço. 67|Río de Janeiro|RJ|05454-876|Brasil
10771|ERNSH|9|1996-01-10|1996-02-07|1996-02-02|2|11|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10772|LEHMS|3|1996-01-10|1996-02-07|1996-01-19|2|91|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M. ||60528|Alemania
10773|ERNSH|1|1996-01-11|1996-02-08|1996-01-16|3|96|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10774|FOLKO|4|1996-01-11|1996-01-25|1996-01-12|1|48|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Suecia
10775|THECR|7|1996-01-12|1996-02-09|1996-01-26|1|20|The Cracker Box|55 Grizzly Peak Rd.|Butte|MT|59801|Estados Unidos
10776|ERNSH|1|1996-01-15|1996-02-12|1996-01-18|3|352|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10777|GOURL|7|1996-01-15|1996-01-29|1996-02-21|2|3|Gourmet Lanchonetes|Av. Brasil. 442|Campinas|SP|04876-786|Brasil
10778|BERGS|3|1996-01-16|1996-02-13|1996-01-24|1|7|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Suecia
10779|MORGK|3|1996-01-16|1996-02-13|1996-02-14|2|58|Morgenstern Gesundkost|Heerstr. 22|Leipzig||04179|Alemania
10780|LILAS|2|1996-01-16|1996-01-30|1996-01-25|1|42|LILA-Supermercado|Carrera 52 con Ave. Bolívar #65-98 Llano Largo|Barquisimeto|Lara|3508|Venezuela
10781|WARTH|2|1996-01-17|1996-02-14|1996-01-19|3|73|Wartian Herkku|Torikatu 38|Oulu||90110|Finlandia
10782|CACTU|9|1996-01-17|1996-02-14|1996-01-22|3|1|Cactus Comidas para llevar|Cerrito 333|Buenos Aires||1010|Argentina
10783|HANAR|4|1996-01-18|1996-02-15|1996-01-19|2|125|Hanari Carnes|Rua do Paço. 67|Río de Janeiro|RJ|05454-876|Brasil
10784|MAGAA|4|1996-01-18|1996-02-15|1996-01-22|3|70|Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bérgamo||24100|Italia
10785|GROSR|1|1996-01-18|1996-02-15|1996-01-24|3|2|GROSELLA-Restaurante|5ª Ave. Los Palos Grandes|Caracas|DF|1081|Venezuela
10786|QUEEN|8|1996-01-19|1996-02-16|1996-01-23|1|111|Queen Cozinha|Alameda dos Canàrios. 891|São Paulo|SP|05487-020|Brasil
10787|LAMAI|2|1996-01-19|1996-02-02|1996-01-26|1|250|La maison d'Asie|1 rue Alsace-Lorraine|Toulouse||31000|Francia
10788|QUICK|1|1996-01-22|1996-02-19|1996-02-19|2|43|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10789|FOLIG|1|1996-01-22|1996-02-19|1996-01-31|2|101|Folies gourmandes|184. chaussée de Tournai|Lille||59000|Francia
10790|GOURL|6|1996-01-22|1996-02-19|1996-01-26|1|28|Gourmet Lanchonetes|Av. Brasil. 442|Campinas|SP|04876-786|Brasil
10791|FRANK|6|1996-01-23|1996-02-20|1996-02-01|2|17|Frankenversand|Berliner Platz 43|München||80805|Alemania
10792|WOLZA|1|1996-01-23|1996-02-20|1996-01-31|3|24|Wolski Zajazd|ul. Filtrowa 68|Warszawa||01-012|Polonia
10793|AROUT|3|1996-01-24|1996-02-21|1996-02-08|3|5|Around the Horn|Brook FarmStratford St. Mary|Colchester|Essex|CO7 6JX|Reino Unido
10794|QUEDE|6|1996-01-24|1996-02-21|1996-02-02|1|21|Que Delícia|Rua da Panificadora. 12|Río de Janeiro|RJ|02389-673|Brasil
10795|ERNSH|8|1996-01-24|1996-02-21|1996-02-20|2|127|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10796|HILAA|3|1996-01-25|1996-02-22|1996-02-14|1|27|HILARIÓN-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela
10797|DRACD|7|1996-01-25|1996-02-22|1996-02-05|2|33|Drachenblut Delikatessen|Walserweg 21|Aachen||52066|Alemania
10798|ISLAT|2|1996-01-26|1996-02-23|1996-02-05|1|2|Island Trading|Garden HouseCrowther Way|Cowes|Isle of Wight|PO31 7PJ|Reino Unido
10799|KOENE|9|1996-01-26|1996-03-08|1996-02-05|3|31|Königlich Essen|Maubelstr. 90|Brandenburg||14776|Alemania
10800|SEVES|1|1996-01-26|1996-02-23|1996-02-05|3|137|Seven Seas Imports|90 Wadhurst Rd.|London||OX15 4NB|Reino Unido
10801|BOLID|4|1996-01-29|1996-02-26|1996-01-31|2|97|Bólido Comidas preparadas|C/ Araquil. 67|Madrid||28023|España
10802|SIMOB|4|1996-01-29|1996-02-26|1996-02-02|2|257|Simons bistro|Vinbæltet 34|København||1734|Dinamarca
10803|WELLI|4|1996-01-30|1996-02-27|1996-02-06|1|55|Wellington Importadora|Rua do Mercado. 12|Resende|SP|08737-363|Brasil
10804|SEVES|6|1996-01-30|1996-02-27|1996-02-07|2|27|Seven Seas Imports|90 Wadhurst Rd.|London||OX15 4NB|Reino Unido
10805|THEBI|2|1996-01-30|1996-02-27|1996-02-09|3|237|The Big Cheese|89 Jefferson WaySuite 2|Portland|OR|97201|Estados Unidos
10806|VICTE|3|1996-01-31|1996-02-28|1996-02-05|2|22|Victuailles en stock|2. rue du Commerce|Lyon||69004|Francia
